OID,Country_or_Area,Year,Description,Magnitude,Value
96291F..ZF...,"MACEDONIA, FYR",2002,GOVERNMENT CONSUMPTION EXPEND.,DENARS,54616000000
96291F..ZF...,"MACEDONIA, FYR",2001,GOVERNMENT CONSUMPTION EXPEND.,DENARS,57983000000
96291F..ZF...,"MACEDONIA, FYR",2000,GOVERNMENT CONSUMPTION EXPEND.,DENARS,43021000000
96291F..ZF...,"MACEDONIA, FYR",1999,GOVERNMENT CONSUMPTION EXPEND.,DENARS,43009000000
96291F..ZF...,"MACEDONIA, FYR",1998,GOVERNMENT CONSUMPTION EXPEND.,DENARS,39504000000
96291F..ZF...,"MACEDONIA, FYR",1997,GOVERNMENT CONSUMPTION EXPEND.,DENARS,36700000000
96291F..ZF...,"MACEDONIA, FYR",1996,GOVERNMENT CONSUMPTION EXPEND.,DENARS,31985000000
96291F..ZF...,"MACEDONIA, FYR",1995,GOVERNMENT CONSUMPTION EXPEND.,DENARS,31491000000
96291F..ZF...,"MACEDONIA, FYR",1994,GOVERNMENT CONSUMPTION EXPEND.,DENARS,27875000000
96291F..ZF...,"MACEDONIA, FYR",1993,GOVERNMENT CONSUMPTION EXPEND.,DENARS,12472000000
67491F..ZF...,MADAGASCAR,2008,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,1.4971E+12
67491F..ZF...,MADAGASCAR,2007,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,1.3722E+12
67491F..ZF...,MADAGASCAR,2006,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,1.0336E+12
67491F..ZF...,MADAGASCAR,2005,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,9.04E+11
67491F..ZF...,MADAGASCAR,2004,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,7.451E+11
67491F..ZF...,MADAGASCAR,2003,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,7.103E+11
67491F..ZF...,MADAGASCAR,2002,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,5.02E+11
67491F..ZF...,MADAGASCAR,2001,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,5.278E+11
67491F..ZF...,MADAGASCAR,2000,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,4.128E+11
67491F..ZF...,MADAGASCAR,1999,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,3.482E+11
67491F..ZF...,MADAGASCAR,1998,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,3.242E+11
67491F..ZF...,MADAGASCAR,1997,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,2.195E+11
67491F..ZF...,MADAGASCAR,1996,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,1.464E+11
67491F..ZF...,MADAGASCAR,1995,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,1.808E+11
67491F..ZF...,MADAGASCAR,1994,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,1.4478E+11
67491F..ZF...,MADAGASCAR,1993,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,1.1224E+11
67491F..ZF...,MADAGASCAR,1992,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,99660000000
67491F..ZF...,MADAGASCAR,1991,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,87260000000
67491F..ZF...,MADAGASCAR,1990,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,76720000000
67491F..ZF...,MADAGASCAR,1989,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,70180000000
67491F..ZF...,MADAGASCAR,1988,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,55920000000
67491F..ZF...,MADAGASCAR,1987,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,50100000000
67491F..ZF...,MADAGASCAR,1986,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,38980000000
67491F..ZF...,MADAGASCAR,1985,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,36960000000
67491F..ZF...,MADAGASCAR,1984,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,33360000000
67491F..ZF...,MADAGASCAR,1983,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,33060000000
67491F..ZF...,MADAGASCAR,1982,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,29900000000
67491F..ZF...,MADAGASCAR,1981,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,25820000000
67491F..ZF...,MADAGASCAR,1980,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,23560000000
67491F..ZF...,MADAGASCAR,1979,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,20600000000
67491F..ZF...,MADAGASCAR,1978,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,16320000000
67491F..ZF...,MADAGASCAR,1977,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,14560000000
67491F..ZF...,MADAGASCAR,1976,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,13320000000
67491F..ZF...,MADAGASCAR,1975,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,12080000000
67491F..ZF...,MADAGASCAR,1974,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,11800000000
67491F..ZF...,MADAGASCAR,1973,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,10190000000
67491F..ZF...,MADAGASCAR,1972,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,10520000000
67491F..ZF...,MADAGASCAR,1971,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,11230000000
67491F..ZF...,MADAGASCAR,1970,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,10060000000
67491F..ZF...,MADAGASCAR,1969,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,9650000000
67491F..ZF...,MADAGASCAR,1968,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,9130000000
67491F..ZF...,MADAGASCAR,1967,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,8270000000
67491F..ZF...,MADAGASCAR,1966,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,7850000000
67491F..ZF...,MADAGASCAR,1965,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,7500000000
67491F..ZF...,MADAGASCAR,1964,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,7280000000
67491F..ZF...,MADAGASCAR,1963,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,7060000000
67491F..ZF...,MADAGASCAR,1962,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,7160000000
67491F..ZF...,MADAGASCAR,1961,GOVERNMENT CONSUMPTION EXPEND.,MALAGASY ARIARY,6060000000
67691F..ZF...,MALAWI,2005,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,41344500000
67691F..ZF...,MALAWI,2004,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,34990100000
67691F..ZF...,MALAWI,2003,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,28025300000
67691F..ZF...,MALAWI,2002,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,21858100000
67691F..ZF...,MALAWI,2001,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,19591400000
67691F..ZF...,MALAWI,2000,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,15134000000
67691F..ZF...,MALAWI,1999,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,10527800000
67691F..ZF...,MALAWI,1998,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,7987220000
67691F..ZF...,MALAWI,1997,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,7672950000
67691F..ZF...,MALAWI,1996,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,4882040000
67691F..ZF...,MALAWI,1995,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,4474640000
67691F..ZF...,MALAWI,1994,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,4073110000
67691F..ZF...,MALAWI,1993,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,1423500000
67691F..ZF...,MALAWI,1992,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,1240900000
67691F..ZF...,MALAWI,1991,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,852400000
67691F..ZF...,MALAWI,1990,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,772900000
67691F..ZF...,MALAWI,1989,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,716800000
67691F..ZF...,MALAWI,1988,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,555300000
67691F..ZF...,MALAWI,1987,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,499200000
67691F..ZF...,MALAWI,1986,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,433800000
67691F..ZF...,MALAWI,1985,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,344000000
67691F..ZF...,MALAWI,1984,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,268000000
67691F..ZF...,MALAWI,1983,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,235900000
67691F..ZF...,MALAWI,1982,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,218300000
67691F..ZF...,MALAWI,1981,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,198000000
67691F..ZF...,MALAWI,1980,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,193900000
67691F..ZF...,MALAWI,1979,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,164200000
67691F..ZF...,MALAWI,1978,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,134200000
67691F..ZF...,MALAWI,1977,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,98600000
67691F..ZF...,MALAWI,1976,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,86300000
67691F..ZF...,MALAWI,1975,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,74700000
67691F..ZF...,MALAWI,1974,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,65700000
67691F..ZF...,MALAWI,1973,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,48700000
67691F..ZF...,MALAWI,1972,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,46800000
67691F..ZF...,MALAWI,1971,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,46600000
67691F..ZF...,MALAWI,1970,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,41000000
67691F..ZF...,MALAWI,1969,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,37900000
67691F..ZF...,MALAWI,1968,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,36700000
67691F..ZF...,MALAWI,1967,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,34500000
67691F..ZF...,MALAWI,1966,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,31600000
67691F..ZF...,MALAWI,1965,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,26800000
67691F..ZF...,MALAWI,1964,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,23800000
67691F..ZF...,MALAWI,1963,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,20600000
67691F..ZF...,MALAWI,1962,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,19400000
67691F..ZF...,MALAWI,1961,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,17400000
67691F..ZF...,MALAWI,1960,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,15200000
67691F..ZF...,MALAWI,1959,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,13800000
67691F..ZF...,MALAWI,1958,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,11400000
67691F..ZF...,MALAWI,1957,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,9600000
67691F..ZF...,MALAWI,1956,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,8600000
67691F..ZF...,MALAWI,1955,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,6200000
67691F..ZF...,MALAWI,1954,GOVERNMENT CONSUMPTION EXPEND.,KWACHA,5800000
54891F..ZF...,MALAYSIA,2009,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,96440000000
54891F..ZF...,MALAYSIA,2008,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,92531000000
54891F..ZF...,MALAYSIA,2007,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,78297000000
54891F..ZF...,MALAYSIA,2006,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,68609000000
54891F..ZF...,MALAYSIA,2005,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,64516000000
54891F..ZF...,MALAYSIA,2004,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,59635000000
54891F..ZF...,MALAYSIA,2003,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,54306000000
54891F..ZF...,MALAYSIA,2002,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,49656000000
54891F..ZF...,MALAYSIA,2001,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,42448000000
54891F..ZF...,MALAYSIA,2000,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,36229000000
54891F..ZF...,MALAYSIA,1999,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,33044000000
54891F..ZF...,MALAYSIA,1998,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,27670000000
54891F..ZF...,MALAYSIA,1997,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,30341000000
54891F..ZF...,MALAYSIA,1996,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,28178000000
54891F..ZF...,MALAYSIA,1995,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,27527000000
54891F..ZF...,MALAYSIA,1994,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,23973000000
54891F..ZF...,MALAYSIA,1993,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,21750000000
54891F..ZF...,MALAYSIA,1992,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,19604000000
54891F..ZF...,MALAYSIA,1991,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,18504000000
54891F..ZF...,MALAYSIA,1990,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,16426000000
54891F..ZF...,MALAYSIA,1989,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,14798000000
54891F..ZF...,MALAYSIA,1988,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,13148000000
54891F..ZF...,MALAYSIA,1987,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,12060000000
54891F..ZF...,MALAYSIA,1986,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,12127000000
54891F..ZF...,MALAYSIA,1985,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,11844000000
54891F..ZF...,MALAYSIA,1984,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,11741000000
54891F..ZF...,MALAYSIA,1983,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,11015000000
54891F..ZF...,MALAYSIA,1982,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,11469000000
54891F..ZF...,MALAYSIA,1981,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,10425000000
54891F..ZF...,MALAYSIA,1980,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,8811000000
54891F..ZF...,MALAYSIA,1979,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,6475000000
54891F..ZF...,MALAYSIA,1978,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,6090000000
54891F..ZF...,MALAYSIA,1977,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,5388000000
54891F..ZF...,MALAYSIA,1976,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,4301000000
54891F..ZF...,MALAYSIA,1975,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,3924000000
54891F..ZF...,MALAYSIA,1974,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,3516000000
54891F..ZF...,MALAYSIA,1973,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,2934000000
54891F..ZF...,MALAYSIA,1972,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,2738000000
54891F..ZF...,MALAYSIA,1971,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,2170000000
54891F..ZF...,MALAYSIA,1970,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,2162000000
54891F..ZF...,MALAYSIA,1969,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,1826000000
54891F..ZF...,MALAYSIA,1968,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,1744000000
54891F..ZF...,MALAYSIA,1967,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,1704000000
54891F..ZF...,MALAYSIA,1966,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,1740000000
54891F..ZF...,MALAYSIA,1965,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,1535000000
54891F..ZF...,MALAYSIA,1964,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,1378000000
54891F..ZF...,MALAYSIA,1963,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,1190000000
54891F..ZF...,MALAYSIA,1962,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,855000000
54891F..ZF...,MALAYSIA,1961,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,794000000
54891F..ZF...,MALAYSIA,1960,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,727000000
54891F..ZF...,MALAYSIA,1959,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,774000000
54891F..ZF...,MALAYSIA,1958,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,768000000
54891F..ZF...,MALAYSIA,1957,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,738000000
54891F..ZF...,MALAYSIA,1956,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,705000000
54891F..ZF...,MALAYSIA,1955,GOVERNMENT CONSUMPTION EXPEND.,RINGGIT,647000000
67891F..ZF...,MALI,2007,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,6.85295E+11
67891F..ZF...,MALI,2006,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,6.0523E+11
67891F..ZF...,MALI,2005,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,5.53459E+11
67891F..ZF...,MALI,2004,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,4.90394E+11
67891F..ZF...,MALI,2003,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,4.72566E+11
67891F..ZF...,MALI,2002,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,4.45302E+11
67891F..ZF...,MALI,2001,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,3.463E+11
67891F..ZF...,MALI,2000,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,3.108E+11
67891F..ZF...,MALI,1999,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,3.085E+11
67891F..ZF...,MALI,1998,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,3.229E+11
67891F..ZF...,MALI,1997,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.906E+11
67891F..ZF...,MALI,1996,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.719E+11
67891F..ZF...,MALI,1995,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.62E+11
67891F..ZF...,MALI,1994,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.879E+11
67891F..ZF...,MALI,1993,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.234E+11
67891F..ZF...,MALI,1992,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.302E+11
67891F..ZF...,MALI,1991,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.181E+11
67891F..ZF...,MALI,1990,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,95600000000
67891F..ZF...,MALI,1989,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,98500000000
67891F..ZF...,MALI,1988,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,91200000000
67891F..ZF...,MALI,1987,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,88200000000
67891F..ZF...,MALI,1986,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,86900000000
67891F..ZF...,MALI,1985,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,78600000000
67891F..ZF...,MALI,1984,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,69100000000
67891F..ZF...,MALI,1983,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,69000000000
67891F..ZF...,MALI,1982,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,39600000000
67891F..ZF...,MALI,1981,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,36600000000
67891F..ZF...,MALI,1980,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,12600000000
67891F..ZF...,MALI,1979,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,11300000000
67891F..ZF...,MALI,1978,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9400000000
67891F..ZF...,MALI,1977,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,8300000000
67891F..ZF...,MALI,1976,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,6500000000
18191F..ZW...,MALTA,2009,GOVERNMENT CONSUMPTION EXP.,MALTESE LIRI,1232570000
18191F..ZW...,MALTA,2008,GOVERNMENT CONSUMPTION EXP.,MALTESE LIRI,1163500000
18191F..ZF...,MALTA,2007,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,447900000
18191F..ZF...,MALTA,2006,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,437360000
18191F..ZF...,MALTA,2005,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,405660000
18191F..ZF...,MALTA,2004,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,400910000
18191F..ZF...,MALTA,2003,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,387192000
18191F..ZF...,MALTA,2002,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,366516000
18191F..ZF...,MALTA,2001,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,347985000
18191F..ZF...,MALTA,2000,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,316192000
18191F..ZF...,MALTA,1999,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,293713000
18191F..ZF...,MALTA,1998,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,286742000
18191F..ZF...,MALTA,1997,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,271522000
18191F..ZF...,MALTA,1996,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,264498000
18191F..ZF...,MALTA,1995,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,236177000
18191F..ZF...,MALTA,1994,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,209520000
18191F..ZF...,MALTA,1993,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,188860000
18191F..ZF...,MALTA,1992,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,164340000
18191F..ZF...,MALTA,1991,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,147060000
18191F..ZF...,MALTA,1990,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,129200000
18191F..ZF...,MALTA,1989,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,119600000
18191F..ZF...,MALTA,1988,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,105200000
18191F..ZF...,MALTA,1987,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,98200000
18191F..ZF...,MALTA,1986,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,89500000
18191F..ZF...,MALTA,1985,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,84300000
18191F..ZF...,MALTA,1984,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,80300000
18191F..ZF...,MALTA,1983,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,82300000
18191F..ZF...,MALTA,1982,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,85200000
18191F..ZF...,MALTA,1981,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,75400000
18191F..ZF...,MALTA,1980,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,63400000
18191F..ZF...,MALTA,1979,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,53700000
18191F..ZF...,MALTA,1978,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,46100000
18191F..ZF...,MALTA,1977,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,39700000
18191F..ZF...,MALTA,1976,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,35900000
18191F..ZF...,MALTA,1975,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,30500000
18191F..ZF...,MALTA,1974,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,26900000
18191F..ZF...,MALTA,1973,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,22800000
18191F..ZF...,MALTA,1972,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,19800000
18191F..ZF...,MALTA,1971,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,19500000
18191F..ZF...,MALTA,1970,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,18300000
18191F..ZF...,MALTA,1969,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,13700000
18191F..ZF...,MALTA,1968,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,12200000
18191F..ZF...,MALTA,1967,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,11200000
18191F..ZF...,MALTA,1966,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,9700000
18191F..ZF...,MALTA,1965,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,9100000
18191F..ZF...,MALTA,1964,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,8600000
18191F..ZF...,MALTA,1963,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,8400000
18191F..ZF...,MALTA,1962,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,8300000
18191F..ZF...,MALTA,1961,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,8300000
18191F..ZF...,MALTA,1960,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,8300000
18191F..ZF...,MALTA,1959,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,6300000
18191F..ZF...,MALTA,1958,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,6500000
18191F..ZF...,MALTA,1957,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,6400000
18191F..ZF...,MALTA,1956,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,5800000
18191F..ZF...,MALTA,1955,GOVERNMENT CONSUMPTION EXPEND.,MALTESE LIRI,5200000
